Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,France,FRA,1.61457E+12,1.7174E+12,1.78129E+12,1.77696E+12,1.84747E+12,1.95987E+12,2.10672E+12,2.22795E+12,2.30847E+12,2.29564E+12,2.38869E+12,2.51152E+12,2.5281E+12,2.66695E+12,2.71973E+12,2.7772E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Germany,DEU,2.2238E+12,2.3201E+12,2.38137E+12,2.44348E+12,2.60118E+12,2.64369E+12,2.86118E+12,3.02892E+12,3.13342E+12,3.08345E+12,3.24928E+12,3.50247E+12,3.5709E+12,3.71258E+12,3.88339E+12,3.97771E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,India,IND,2.1882E+12,2.35007E+12,2.48241E+12,2.72841E+12,3.02482E+12,3.36629E+12,3.74753E+12,4.15879E+12,4.36156E+12,4.73463E+12,5.17387E+12,5.56897E+12,6.0809E+12,6.39686E+12,6.70084E+12,7.07673E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Japan,JPN,3.51127E+12,3.60808E+12,3.70117E+12,3.81457E+12,4.015E+12,4.20159E+12,4.41524E+12,4.61943E+12,4.63862E+12,4.40359E+12,4.64595E+12,4.76402E+12,4.93213E+12,5.19431E+12,5.22159E+12,5.40445E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Kuwait,KWT,1.35146E+11,1.34118E+11,1.33817E+11,1.57525E+11,1.83806E+11,2.10918E+11,2.3799E+11,2.54129E+11,2.56985E+11,2.3865E+11,2.39387E+11,2.62123E+11,2.91438E+11,2.96213E+11,2.83545E+11,2.01226E+11
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Mexico,MEX,1.0732E+12,1.09621E+12,1.11797E+12,1.16318E+12,1.24488E+12,1.31376E+12,1.46289E+12,1.53458E+12,1.63057E+12,1.60861E+12,1.71979E+12,1.88097E+12,1.97388E+12,2.00443E+12,2.11987E+12,2.17259E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,New Zealand,NZL,78230332024,82972059286,87388918161,92011899589,96803760859,99289902280,1.08302E+11,1.1514E+11,1.17839E+11,1.26605E+11,1.29052E+11,1.36864E+11,1.39364E+11,1.54647E+11,1.61651E+11,1.67028E+11
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Singapore,SGP,1.75246E+11,1.77173E+11,1.84507E+11,1.95365E+11,2.12867E+11,2.36695E+11,2.7428E+11,3.07363E+11,3.15661E+11,3.13109E+11,3.78598E+11,4.00708E+11,4.16579E+11,4.24002E+11,4.45708E+11,4.48558E+11
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Spain,ESP,8.69485E+11,9.24653E+11,9.98316E+11,1.04801E+12,1.11168E+12,1.18849E+12,1.33848E+12,1.43262E+12,1.48615E+12,1.45949E+12,1.45415E+12,1.46331E+12,1.47178E+12,1.50198E+12,1.55259E+12,1.62071E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Russian Federation,RUS,9.74627E+11,1.05973E+12,1.14564E+12,1.29769E+12,1.44151E+12,1.65559E+12,2.07112E+12,2.32472E+12,2.79765E+12,2.67861E+12,2.83659E+12,3.1631E+12,3.37367E+12,3.61185E+12,3.63933E+12,3.42861E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Qatar,QAT,52784229689,58431229205,63192748615,68844245252,79736100423,82908858330,1.17047E+11,1.41936E+11,1.69225E+11,1.8306E+11,2.19791E+11,2.61274E+11,2.90856E+11,3.06141E+11,3.03091E+11,2.33271E+11
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,United Kingdom,GBR,1.56497E+12,1.65583E+12,1.74774E+12,1.83366E+12,1.94304E+12,2.00423E+12,2.12165E+12,2.17857E+12,2.25661E+12,2.17596E+12,2.29669E+12,2.37277E+12,2.42805E+12,2.52687E+12,2.63058E+12,2.72769E+12
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,United Arab Emirates,ARE,3.22961E+11,3.34928E+11,3.34928E+11,3.68343E+11,4.16581E+11,4.55522E+11,5.18488E+11,5.55446E+11,5.72623E+11,5.45135E+11,5.54649E+11,6.05809E+11,6.49109E+11,6.64841E+11,6.97904E+11,6.24484E+11
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,United States,USA,1.03837E+13,1.07461E+13,1.10522E+13,1.15348E+13,1.23176E+13,1.31665E+13,1.40664E+13,1.45501E+13,1.47181E+13,1.44263E+13,1.51721E+13,1.585E+13,1.66756E+13,1.71883E+13,1.80431E+13,1.86609E+13
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Vietnam,VNM,1.9939E+11,2.16671E+11,2.33422E+11,2.54521E+11,2.80416E+11,3.1113E+11,3.42253E+11,3.74585E+11,4.02828E+11,4.22703E+11,4.56627E+11,4.97552E+11,5.50299E+11,5.86178E+11,6.35581E+11,6.64722E+11
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Australia,AUS,25760,26850,28230,29260,30840,31790,33470,35000,35990,38890,37840,40330,41540,44770,45660,45310
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bangladesh,BGD,1620,1700,1780,1860,1990,2150,2360,2580,2790,2930,3100,3330,3740,3990,4220,4450
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belgium,BEL,28500,29330,30810,31520,32510,33590,35760,37310,38800,38450,40450,41010,43270,44750,45870,46850
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Canada,CAN,28590,29380,30180,31550,33190,35580,37510,38990,39780,38200,39310,40880,41540,43620,45010,43990
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,China,CHN,2880,3160,3500,3910,4420,5020,5830,6830,7630,8290,9220,10200,11140,11780,12500,12840
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,France,FRA,26500,27990,28820,28540,29460,31020,33110,34800,35860,35480,36730,38430,38500,40410,41010,41730
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Germany,DEU,27050,28170,28870,29610,31520,32060,34730,36820,38160,37650,39730,43630,44400,46040,47950,48690
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,India,IND,2070,2180,2260,2440,2660,2920,3200,3500,3610,3870,4170,4430,4770,4950,5130,5350
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Japan,JPN,27680,28380,29040,29870,31430,32880,34530,36090,36220,34390,36280,37270,38640,40760,41030,42510
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kuwait,KWT,69850,67340,65360,74960,85350,94350,100700,101380,96940,85370,81330,83380,85850,81230,75380,51480
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mexico,MEX,10970,11030,11080,11360,11980,12460,13690,14170,14870,14490,15280,16480,17050,17090,17850,18080
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,New Zealand,NZL,20280,21380,22130,22850,23680,24020,25880,27260,27660,29430,29660,31220,31620,34810,35790,36240
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Singapore,SGP,43510,42820,44180,47480,51090,55490,62320,66980,65230,62780,74580,77300,78420,78530,81490,81040
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Spain,ESP,21430,22640,24100,24840,25900,27230,30150,31680,32340,31480,31220,31310,31470,32220,33400,34900
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Russian Federation,RUS,6650,7260,7880,8970,10010,11540,14480,16280,19600,18760,19860,22130,23560,25170,24910,23420
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Qatar,QAT,81720,86080,88610,91970,102500,97690,115310,115220,117170,113680,128270,144820,152630,150400,136870,96610
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,United Kingdom,GBR,26570,28010,29440,30740,32390,33180,34870,35530,36510,34940,36590,37510,38120,39400,40720,41890
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,United Arab Emirates,ARE,98600,96960,92170,96590,104320,106410,105840,94580,81940,68200,65390,70650,74910,75970,78980,70030
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,United States,USA,36800,37710,38430,39760,42070,44550,47140,48300,48400,47030,49050,50870,53130,54380,56670,58180
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Vietnam,VNM,2520,2710,2890,3120,3410,3740,4080,4420,4710,4890,5220,5630,6160,6490,6970,7210
Income share held by lowest 20%,SI.DST.FRST.20,Australia,AUS,..,7.4,..,7.4,7.7,..,..,..,7.2,..,7.3,..,..,..,7.4,..
Income share held by lowest 20%,SI.DST.FRST.20,Bangladesh,BGD,8.6,..,..,..,..,8.8,..,..,..,..,8.9,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Belgium,BEL,8.4,..,..,8.5,8.4,8.7,8.7,8.6,8.7,8.5,8.6,8.6,8.7,8.6,8.6,8.6
Income share held by lowest 20%,SI.DST.FRST.20,Canada,CAN,7.1,7.1,7.1,7,7,7.1,7.1,7.2,7.1,7,7.2,7.4,6.9,6.7,7.1,6.9
Income share held by lowest 20%,SI.DST.FRST.20,China,CHN,..,..,5.7,..,..,5.9,..,..,5.2,..,5.1,5.4,5.3,6.2,6.2,6.4
Income share held by lowest 20%,SI.DST.FRST.20,France,FRA,7.6,7.7,8,8.2,8.4,8.6,8.5,8.1,7.9,7.7,7.7,7.8,7.8,8,8,7.9
Income share held by lowest 20%,SI.DST.FRST.20,Germany,DEU,8.8,8.6,8.6,8.5,8.5,8.2,8.3,8.4,8.4,8.3,8.4,8.4,8.2,8.2,8.1,8
Income share held by lowest 20%,SI.DST.FRST.20,India,IND,..,..,..,..,8.5,..,..,..,..,8.3,..,8.1,..,..,..,8.4
Income share held by lowest 20%,SI.DST.FRST.20,Japan,JPN,..,..,..,..,..,..,..,..,6.4,..,8.2,..,..,7.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mexico,MEX,3.7,..,4.2,..,4.2,4,4.5,..,4.1,..,4.7,..,4.5,..,4.7,..
Income share held by lowest 20%,SI.DST.FRST.20,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Spain,ESP,7.1,..,..,7.2,6.9,7,6.7,6.7,6.6,6.3,6.3,6,6.1,5.7,5.7,5.8
Income share held by lowest 20%,SI.DST.FRST.20,Russian Federation,RUS,6.4,6.6,6.6,6.1,6,5.8,5.9,5.8,6.1,6.4,6.4,6.5,6.3,6.4,6.6,6.9
Income share held by lowest 20%,SI.DST.FRST.20,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,United Kingdom,GBR,6.7,6.9,7.2,7.3,7.3,7.1,7.1,7.2,7.1,7.2,7.5,7.6,7.6,7.7,7.5,7.5
Income share held by lowest 20%,SI.DST.FRST.20,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,6.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,United States,USA,5.5,5.4,5.3,5.2,5.3,5.3,5.2,5.2,5.2,5.4,5.3,5.2,5.2,5.3,5.2,5.3
Income share held by lowest 20%,SI.DST.FRST.20,Vietnam,VNM,..,..,7.5,..,7.2,..,7.2,..,7.4,..,6.5,..,7.1,..,7.1,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Australia,AUS,79.23414634,79.63414634,79.93658537,80.23902439,80.4902439,80.84146341,81.04146341,81.29268293,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.3,82.4
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bangladesh,BGD,65.779,66.135,66.612,66.824,67.187,67.299,67.241,66.714,67.051,67.403,68.638,68.809,69.554,69.565,69.986,70.491
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belgium,BEL,77.72195122,77.97317073,78.07560976,78.12926829,78.87804878,78.9804878,79.3804878,79.78292683,79.6804878,80.03414634,80.18292683,80.58536585,80.38536585,80.58780488,81.28780488,80.99268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,79.13658537,79.33902439,79.4902439,79.74146341,79.89268293,80.19268293,80.34390244,80.54390244,80.69512195,80.99512195,81.24634146,81.44878049,81.64878049,81.74878049,81.8,81.9
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,71.881,72.606,72.985,73.371,73.748,74.111,74.504,74.762,74.872,75.343,75.599,75.903,76.192,76.452,76.717,76.977
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,62.669,63.091,63.616,64.094,64.524,64.996,65.412,65.788,66.149,66.513,66.909,67.359,67.887,68.46,69.074,69.636
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,76.722,76.891,76.982,76.985,76.792,76.903,76.887,77.017,77.145,77.442,77.982,78.464,78.812,79.164,79.445,79.562
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,73.569,73.867,74.106,74.274,74.372,74.376,74.331,74.238,74.152,74.119,74.19,74.365,74.574,74.739,74.797,74.682
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,77.95121951,78.25121951,78.55121951,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,65.48365854,65.38341463,65.12878049,65.02756098,65.47097561,65.5297561,66.72756098,67.58682927,67.94926829,68.68463415,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,74.828,75.263,75.412,75.565,75.961,76.064,76.57,77.016,77.427,77.878,78.425,78.891,79.227,79.536,79.768,80.064
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,74.38,74.636,74.901,76.222,76.453,76.683,76.909,77.129,77.488,78.003,78.334,78.517,78.716,78.853,79.044,79.223
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,72.462,72.647,72.801,72.98,73.135,73.271,73.319,73.436,73.411,73.498,73.513,73.692,73.704,73.775,73.855,73.876
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Australia,AUS,1.756,1.739,1.756,1.748,1.768,1.807,1.908,1.959,1.984,1.971,1.928,1.926,1.92,1.855,1.826,1.814
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bangladesh,BGD,3.218,3.146,3.084,3.002,2.914,2.808,2.712,2.626,2.535,2.44,2.34,2.262,2.209,2.184,2.152,2.114
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1.67,1.67,1.65,1.67,1.72,1.76,1.8,1.82,1.85,1.84,1.86,1.81,1.8,1.76,1.74,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1.51,1.54,1.51,1.54,1.55,1.57,1.61,1.66,1.69,1.68,1.64,1.62,1.62,1.6,1.61,1.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,China,CHN,1.628,1.563,1.566,1.57,1.605,1.624,1.644,1.666,1.701,1.714,1.687,1.668,1.798,1.714,1.769,1.67
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,France,FRA,1.89,1.9,1.88,1.89,1.92,1.94,2,1.98,2.01,2,2.03,2.01,2.01,1.99,2,1.96
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1.38,1.35,1.34,1.34,1.36,1.34,1.33,1.37,1.38,1.36,1.39,1.39,1.41,1.42,1.47,1.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,India,IND,3.35,3.303,3.217,3.122,3.046,2.958,2.864,2.784,2.718,2.673,2.603,2.536,2.467,2.406,2.306,2.287
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Japan,JPN,1.359,1.33,1.32,1.29,1.29,1.26,1.32,1.34,1.37,1.37,1.39,1.39,1.41,1.43,1.42,1.45
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kuwait,KWT,2.737,2.715,2.693,2.691,2.686,2.662,2.603,2.516,2.422,2.34,2.257,2.2,2.168,2.153,2.156,2.16
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mexico,MEX,2.716,2.669,2.623,2.579,2.536,2.495,2.456,2.421,2.391,2.364,2.34,2.317,2.294,2.269,2.211,2.137
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Zealand,NZL,1.98,1.97,1.89,1.93,1.98,1.97,2.01,2.18,2.19,2.13,2.17,2.09,2.1,2.01,1.92,1.99
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Singapore,SGP,1.6,1.41,1.37,1.27,1.26,1.26,1.28,1.29,1.28,1.22,1.15,1.2,1.29,1.19,1.25,1.24
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Spain,ESP,1.22,1.23,1.25,1.3,1.31,1.33,1.36,1.38,1.45,1.38,1.37,1.34,1.32,1.27,1.32,1.33
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,1.195,1.223,1.286,1.319,1.344,1.294,1.305,1.416,1.502,1.542,1.567,1.582,1.691,1.707,1.75,1.777
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Qatar,QAT,3.227,3.181,3.042,2.906,2.749,2.578,2.426,2.343,2.276,2.176,2.087,2.04,1.969,1.932,1.898,1.864
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Kingdom,GBR,1.64,1.63,1.63,1.7,1.75,1.76,1.82,1.86,1.91,1.89,1.92,1.91,1.92,1.83,1.81,1.8
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Arab Emirates,ARE,2.733,2.621,2.54,2.491,2.384,2.204,2.072,1.99,1.917,1.852,1.79,1.724,1.666,1.602,1.545,1.486
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,2.056,2.0305,2.0205,2.0475,2.0515,2.057,2.108,2.12,2.072,2.002,1.931,1.8945,1.8805,1.8575,1.8625,1.8435
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vietnam,VNM,2.072,2.051,2.063,2.026,2.014,1.962,1.904,1.913,1.92,1.906,1.895,1.902,1.927,1.951,1.95,1.951
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Australia,AUS,17.357,17.238,16.826,15.998,15.913,15.998,15.815,16.67,17.776,17.408,16.622,15.981,15.709,15.059,13.249,12.322
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bangladesh,BGD,147.994,142.584,138.077,136.63,134.765,121.664,119.067,123.323,115.765,112.422,112.165,100.959,100.956,99.307,88.557,83.664
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Belgium,BEL,11.915,12.133,11.282,10.957,10.907,10.783,10.689,10.708,10.672,10.675,10.265,9.937,9.088,7.825,7.448,6.862
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Canada,CAN,17.452,16.495,15.407,14.856,13.945,13.475,13.66,14.163,14.606,14.636,13.964,13.02,12.556,11.665,10.859,9.685
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,China,CHN,12.579,12.917,12.814,12.675,12.528,13.389,13.712,14.324,15.141,15.998,15.908,15.488,16.256,16.013,16.39,15.327
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,France,FRA,11.913,12.174,11.451,11.034,11.054,10.938,10.966,10.851,10.953,10.784,10.668,10.331,10.038,9.397,9.074,8.273
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Germany,DEU,13.698,13.649,12.894,11.995,11.329,10.954,10.721,10.674,10.564,9.948,9.687,8.996,8.546,8.075,8.114,8.318
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,India,IND,100.704,99.575,93.536,86.914,73.229,55.703,47.951,45.112,48.306,41.494,39.222,36.935,34.535,33.962,34.643,22.432
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Japan,JPN,5.426,5.744,5.973,5.696,5.565,5.233,5.15,5.046,5.122,4.887,4.561,4.408,4.341,4.371,4.345,4.027
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kuwait,KWT,18.084,17.741,17.514,18.085,17.589,16.735,16.183,15.467,14.837,13.923,12.334,10.236,8.968,8.318,7.908,7.146
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mexico,MEX,73.673,73.423,72.706,72.673,72.839,72.534,71.176,72.318,74.09,75.355,75.329,76.46,76.744,76.355,72.893,67.585
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Zealand,NZL,28.783,27.737,26.03,26.114,27.283,27.297,28.168,31.612,32.986,30.436,29.546,26.586,25.076,22.103,19.451,18.869
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Singapore,SGP,8.863,7.337,8.022,7.096,6.903,7.118,6.879,6.411,6.085,5.353,5.02,4.941,4.7,3.994,3.58,3.09
